Local;Codigo 1000;Artigo;Metragem
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000995064;28 01 3100;36,15
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000995061;28 01 3100;66,79
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000995060;28 01 3100;100,48
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000976008;28 01 3100;109,61
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000995604;28 01 3100;30,27
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000997360;28 01 3100;92,13
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000925595;28 01 3100;72,69
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000984028;28 01 3100;100,84
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000981977;28 01 3100;100,93
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000979661;28 01 3100;36,31
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000984059;28 01 3100;64,99
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000984064;28 01 3100;29,38
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000984071;28 01 3100;112,15
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000944731;28 01 3100;34,85
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000984034;28 01 3100;97,31
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000984038;28 01 3100;85,23
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000984040;28 01 3100;88,66
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000984042;28 01 3100;107,85
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000984043;28 01 3100;107,37
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000995619;28 01 3100;36,22
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000995810;28 01 3100;110,16
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000996241;28 01 3100;68,16
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000997195;28 01 3100;109,95
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000997196;28 01 3100;96,43
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000983127;28 01 3100;81,52
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000934875;28 01 3100;112,73
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000995813;28 01 3100;109,51
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000995814;28 01 3100;100,19
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000995593;28 01 3100;39,9
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000995597;28 01 3100;47,73
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000945256;28 01 3100;111,92
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000921469;28 01 3100;112,1
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000996168;28 01 3100;108,02
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000996165;28 01 3100;105,99
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000996166;28 01 3100;106,05
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000977959;28 01 3100;102,34
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000977961;28 01 3100;107
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000996167;28 01 3100;106,03
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000996164;28 01 3100;105,78
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000996169;28 01 3100;104,18
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000996170;28 01 3100;106,01
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000996234;28 01 3100;111,19
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000976428;28 01 3100;106,37
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000976244;28 01 3100;99,28
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000993763;28 01 3100;114,8
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000976083;28 01 3100;111,01
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000983130;28 01 3100;107,19
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000996161;28 01 3100;105,82
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000969982;28 01 3100;93,14
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000997359;28 01 3100;110,23
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000996162;28 01 3100;105,53
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000923968;28 01 3100;112,06
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000996163;28 01 3100;105,33
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000983131;28 01 3100;97,99
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000983133;28 01 3100;23,17
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000983135;28 01 3100;54,27
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000983136;28 01 3100;58,43
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000974410;28 01 3100;112,43
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000976007;28 01 3100;109,51
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000922224;28 01 3100;51,4
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000995603;28 01 3100;23,44
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000882964;28 01 3100;112,4
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000882957;28 01 3100;104,3
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000922220;28 01 3100;23,8
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000988094;28 01 3100;107,83
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000922623;28 01 3100;77,9
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000922090;28 01 3100;112,5
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000912266;28 01 3100;23
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000997358;28 01 3100;109,84
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000925613;28 01 3100;99,89
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000993762;28 01 3100;115,49
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000988098;28 01 3100;80,89
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000996235;28 01 3100;114,04
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000993794;28 01 3100;111,35
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000996236;28 01 3100;112,21
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000996239;28 01 3100;112,02
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000996240;28 01 3100;112,37
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000975999;28 01 3100;21,23
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000995598;28 01 3100;21,29
DEPOSITO DE PALETES VAZIOS DEPOSITO 01 DEPOSITO 01;1000988096;28 01 3100;48,86
RUA A COLUNA 07 GAVETA 01;1000978102;28 01 3100;81,13
RUA A COLUNA 07 GAVETA 01;1000978109;28 01 3100;53,74
RUA A COLUNA 07 GAVETA 01;1000978105;28 01 3100;109,11
RUA A COLUNA 07 GAVETA 01;1000978104;28 01 3100;45,84
RUA A COLUNA 07 GAVETA 01;1000978103;28 01 3100;108,9
RUA A COLUNA 07 GAVETA 02;1000997350;28 01 3100;111,6
RUA A COLUNA 07 GAVETA 02;1000997354;28 01 3100;110,36
RUA A COLUNA 07 GAVETA 02;1000997349;28 01 3100;111,11
RUA A COLUNA 07 GAVETA 02;1000997351;28 01 3100;111,13
RUA A COLUNA 07 GAVETA 02;1000997353;28 01 3100;110,52
RUA A COLUNA 07 GAVETA 02;1000997352;28 01 3100;110,89
RUA A COLUNA 07 GAVETA 02;1000997357;28 01 3100;110,43
RUA A COLUNA 07 GAVETA 02;1000997355;28 01 3100;110,37
RUA A COLUNA 07 GAVETA 02;1000997356;28 01 3100;110,36
RUA A COLUNA 08 GAVETA 04;1000997345;28 01 3100;110,98
RUA A COLUNA 08 GAVETA 04;1000997328;28 01 3100;105,97
RUA A COLUNA 08 GAVETA 04;1000997346;28 01 3100;110,6
RUA A COLUNA 08 GAVETA 04;1000997344;28 01 3100;111,43
RUA A COLUNA 08 GAVETA 04;1000997329;28 01 3100;105,09
RUA A COLUNA 08 GAVETA 04;1000997343;28 01 3100;111,08
RUA A COLUNA 08 GAVETA 04;1000997327;28 01 3100;105,63
RUA A COLUNA 08 GAVETA 04;1000997330;28 01 3100;31,16
RUA A COLUNA 08 GAVETA 04;1000997347;28 01 3100;99,12
RUA A COLUNA 08 GAVETA 04;1000997348;28 01 3100;111,47
RUA A COLUNA 18 GAVETA 08;1000915385;28 01 3100;103,3
RUA A COLUNA 18 GAVETA 08;1000995076;28 01 3100;116,71
RUA A COLUNA 18 GAVETA 08;1000995077;28 01 3100;89,3
RUA A COLUNA 18 GAVETA 08;1000965598;28 01 3100;110,21
RUA A COLUNA 18 GAVETA 08;1000966004;28 01 3100;107,68
RUA A COLUNA 18 GAVETA 08;1000966255;28 01 3100;82,08
RUA A COLUNA 18 GAVETA 08;1000996409;28 01 3100;110,44
RUA A COLUNA 21 GAVETA 03;1000882966;28 01 3100;112,4
RUA A COLUNA 21 GAVETA 03;1000882965;28 01 3100;112,3
RUA A COLUNA 21 GAVETA 03;1000882963;28 01 3100;112,2
RUA A COLUNA 21 GAVETA 03;1000882959;28 01 3100;113,3
RUA A COLUNA 21 GAVETA 03;1000882967;28 01 3100;113,6
RUA A COLUNA 21 GAVETA 03;1000882962;28 01 3100;112
RUA A COLUNA 21 GAVETA 03;1000882960;28 01 3100;113,1
RUA A COLUNA 21 GAVETA 03;1000882961;28 01 3100;114
RUA A COLUNA 22 GAVETA 06;1000997325;28 01 3100;105,67
RUA A COLUNA 22 GAVETA 06;1000997323;28 01 3100;105,53
RUA A COLUNA 22 GAVETA 06;1000997322;28 01 3100;106,21
RUA A COLUNA 22 GAVETA 06;1000997324;28 01 3100;105,62
RUA A COLUNA 22 GAVETA 06;1000997321;28 01 3100;105,21
RUA A COLUNA 22 GAVETA 06;1000997326;28 01 3100;105,61
RUA A COLUNA 22 GAVETA 06;1000997319;28 01 3100;101,49
RUA A COLUNA 22 GAVETA 06;1000997320;28 01 3100;106,63
RUA A COLUNA 23 GAVETA 01;1000978934;28 01 3100;107,43
RUA A COLUNA 23 GAVETA 01;1000978933;28 01 3100;107,81
RUA A COLUNA 23 GAVETA 01;1000976307;28 01 3100;99,23
RUA A COLUNA 23 GAVETA 01;1000978926;28 01 3100;111,13
RUA A COLUNA 23 GAVETA 01;1000978929;28 01 3100;31,69
RUA A COLUNA 23 GAVETA 01;1000978935;28 01 3100;105,52
RUA A COLUNA 23 GAVETA 01;1000978928;28 01 3100;111,02
RUA A COLUNA 32 GAVETA 08;1000975987;28 01 3100;108,59
RUA A COLUNA 32 GAVETA 08;1000975981;28 01 3100;97,64
RUA A COLUNA 32 GAVETA 08;1000978494;28 01 3100;109,1
RUA A COLUNA 32 GAVETA 08;1000976717;28 01 3100;112,82
RUA A COLUNA 32 GAVETA 08;1000978141;28 01 3100;112,47
RUA A COLUNA 32 GAVETA 08;1000978144;28 01 3100;66,29
RUA A COLUNA 32 GAVETA 08;1000976606;28 01 3100;88,4
RUA A COLUNA 32 GAVETA 08;1000976605;28 01 3100;110,2
RUA A COLUNA 32 GAVETA 08;1000978142;28 01 3100;110,81
RUA A COLUNA 35 GAVETA 02;1000729186;28 01 3100;36,3
RUA A COLUNA 35 GAVETA 02;1000744701;28 01 3100;28,1
RUA A COLUNA 35 GAVETA 02;1000922103;28 01 3100;95,7
RUA A COLUNA 35 GAVETA 02;1000995856;28 01 3100;109,15
RUA A COLUNA 35 GAVETA 02;1000744694;28 01 3100;47,7
RUA A COLUNA 35 GAVETA 02;1000976301;28 01 3100;106,98
RUA A COLUNA 35 GAVETA 02;1000969571;28 01 3100;28,88
RUA A COLUNA 35 GAVETA 02;1000922237;28 01 3100;62,7
RUA A COLUNA 35 GAVETA 02;1000920893;28 01 3100;42,2
RUA A COLUNA 35 GAVETA 03;1000984085;28 01 3100;97,91
RUA A COLUNA 35 GAVETA 03;1000984072;28 01 3100;112,77
RUA A COLUNA 35 GAVETA 03;1000984086;28 01 3100;103,63
RUA A COLUNA 35 GAVETA 03;1000984084;28 01 3100;109,43
RUA B COLUNA 06 GAVETA 06;1000966001;28 01 3100;109,8
RUA B COLUNA 06 GAVETA 06;1000976010;28 01 3100;109,66
RUA B COLUNA 06 GAVETA 06;1000979039;28 01 3100;110,14
RUA B COLUNA 06 GAVETA 06;1000976352;28 01 3100;34,23
RUA B COLUNA 06 GAVETA 06;1000966003;28 01 3100;108,31
RUA B COLUNA 06 GAVETA 06;1000976009;28 01 3100;109,54
RUA B COLUNA 11 GAVETA 03;00020000054870004;28 01 3100;111,48
RUA B COLUNA 11 GAVETA 03;00020000054870003;28 01 3100;78,87
RUA B COLUNA 11 GAVETA 03;00020000054870001;28 01 3100;107,13
RUA B COLUNA 11 GAVETA 03;00020000054870002;28 01 3100;110,03
RUA B COLUNA 15 GAVETA 05;1000922237;28 01 3100;62,7
RUA B COLUNA 22 GAVETA 04;1000995000;28 01 3100;97,25
RUA B COLUNA 22 GAVETA 04;1000995625;28 01 3100;21,76
RUA B COLUNA 22 GAVETA 04;1000995515;28 01 3100;110,21
RUA B COLUNA 22 GAVETA 04;1000995632;28 01 3100;25,41
RUA B COLUNA 22 GAVETA 04;1000995512;28 01 3100;112,54
RUA B COLUNA 22 GAVETA 04;1000995513;28 01 3100;112,64
RUA B COLUNA 22 GAVETA 04;1000995514;28 01 3100;112,73
RUA B COLUNA 28 GAVETA 04;1000994519;28 01 3100;107,53
RUA C COLUNA 07 GAVETA 05;1000996699;28 01 3100;106,06
RUA C COLUNA 07 GAVETA 05;1000996698;28 01 3100;106,22
RUA C COLUNA 07 GAVETA 05;1000996656;28 01 3100;48,02
RUA C COLUNA 07 GAVETA 05;1000996692;28 01 3100;112,76
RUA C COLUNA 07 GAVETA 05;1000996693;28 01 3100;96,78
RUA C COLUNA 07 GAVETA 05;1000996697;28 01 3100;106,19
RUA C COLUNA 07 GAVETA 05;1000996694;28 01 3100;106,11
RUA C COLUNA 07 GAVETA 05;1000996700;28 01 3100;106,05
RUA C COLUNA 07 GAVETA 05;1000996695;28 01 3100;107,4
RUA C COLUNA 07 GAVETA 05;1000996696;28 01 3100;106,11
RUA C COLUNA 08 GAVETA 03;1000996687;28 01 3100;112,68
RUA C COLUNA 08 GAVETA 03;1000996684;28 01 3100;110,01
RUA C COLUNA 08 GAVETA 03;1000996686;28 01 3100;112,45
RUA C COLUNA 08 GAVETA 03;1000996685;28 01 3100;116,78
RUA C COLUNA 08 GAVETA 03;1000996683;28 01 3100;113,12
RUA C COLUNA 08 GAVETA 03;1000996689;28 01 3100;112,99
RUA C COLUNA 08 GAVETA 03;1000996688;28 01 3100;113,28
RUA C COLUNA 08 GAVETA 03;1000996690;28 01 3100;112,58
RUA C COLUNA 08 GAVETA 03;1000996691;28 01 3100;112,71
RUA C COLUNA 10 GAVETA 04;1000997187;28 01 3100;105,13
RUA C COLUNA 10 GAVETA 04;1000997194;28 01 3100;110,03
RUA C COLUNA 10 GAVETA 04;1000997193;28 01 3100;109,72
RUA C COLUNA 10 GAVETA 04;1000997188;28 01 3100;109,92
RUA C COLUNA 10 GAVETA 04;1000997186;28 01 3100;109,68
RUA C COLUNA 10 GAVETA 04;1000997192;28 01 3100;110
RUA C COLUNA 10 GAVETA 04;1000997190;28 01 3100;109,76
RUA C COLUNA 10 GAVETA 04;1000997189;28 01 3100;109,63
RUA C COLUNA 10 GAVETA 04;1000997191;28 01 3100;109,75
RUA C COLUNA 11 GAVETA 03;1000997172;28 01 3100;94,65
RUA C COLUNA 11 GAVETA 03;1000997182;28 01 3100;109,72
RUA C COLUNA 11 GAVETA 03;1000997184;28 01 3100;109,95
RUA C COLUNA 11 GAVETA 03;1000997180;28 01 3100;109,87
RUA C COLUNA 11 GAVETA 03;1000997178;28 01 3100;109,65
RUA C COLUNA 11 GAVETA 03;1000997179;28 01 3100;110,14
RUA C COLUNA 11 GAVETA 03;1000997183;28 01 3100;109,86
RUA C COLUNA 11 GAVETA 03;1000997185;28 01 3100;109,75
RUA C COLUNA 11 GAVETA 03;1000997181;28 01 3100;109,65
RUA C COLUNA 12 GAVETA 07;1000995919;28 01 3100;111,45
RUA C COLUNA 12 GAVETA 07;1000995916;28 01 3100;111,08
RUA C COLUNA 12 GAVETA 07;1000995917;28 01 3100;111,54
RUA C COLUNA 12 GAVETA 07;1000995918;28 01 3100;111,54
RUA C COLUNA 12 GAVETA 07;1000995913;28 01 3100;112,67
RUA C COLUNA 12 GAVETA 07;1000995914;28 01 3100;110,77
RUA C COLUNA 12 GAVETA 07;1000995915;28 01 3100;112,03
RUA C COLUNA 12 GAVETA 07;1000995920;28 01 3100;115,01
RUA C COLUNA 14 GAVETA 07;1000983122;28 01 3100;100,27
RUA C COLUNA 14 GAVETA 07;1000983115;28 01 3100;91,03
RUA C COLUNA 14 GAVETA 07;1000983118;28 01 3100;107,01
RUA C COLUNA 14 GAVETA 07;1000983113;28 01 3100;110,09
RUA C COLUNA 14 GAVETA 07;1000983117;28 01 3100;106,41
RUA C COLUNA 14 GAVETA 07;1000983125;28 01 3100;108,68
RUA C COLUNA 14 GAVETA 07;1000983121;28 01 3100;107,63
RUA C COLUNA 17 GAVETA 02;1000996990;28 01 3100;109,75
RUA C COLUNA 17 GAVETA 02;1000996988;28 01 3100;113,25
RUA C COLUNA 17 GAVETA 02;1000996985;28 01 3100;114,97
RUA C COLUNA 17 GAVETA 02;1000996986;28 01 3100;113,32
RUA C COLUNA 17 GAVETA 02;1000996984;28 01 3100;116,27
RUA C COLUNA 17 GAVETA 02;1000996991;28 01 3100;109,84
RUA C COLUNA 17 GAVETA 02;1000996987;28 01 3100;113,37
RUA C COLUNA 17 GAVETA 02;1000996989;28 01 3100;109,77
RUA C COLUNA 17 GAVETA 02;1000996992;28 01 3100;109,8
RUA C COLUNA 18 GAVETA 05;1000996994;28 01 3100;109,96
RUA C COLUNA 18 GAVETA 05;1000996995;28 01 3100;110,42
RUA C COLUNA 18 GAVETA 05;1000997001;28 01 3100;98,88
RUA C COLUNA 18 GAVETA 05;1000996997;28 01 3100;110,35
RUA C COLUNA 18 GAVETA 05;1000996998;28 01 3100;110,7
RUA C COLUNA 18 GAVETA 05;1000996996;28 01 3100;110,29
RUA C COLUNA 18 GAVETA 05;1000997000;28 01 3100;108,66
RUA C COLUNA 18 GAVETA 05;1000996999;28 01 3100;100,34
RUA C COLUNA 18 GAVETA 05;1000996993;28 01 3100;109,76
RUA C COLUNA 34 GAVETA 03;1000995546;28 01 3100;107,92
RUA C COLUNA 34 GAVETA 03;1000995547;28 01 3100;94,4
RUA C COLUNA 34 GAVETA 03;1000995545;28 01 3100;107,9
RUA C COLUNA 34 GAVETA 03;1000925595;28 01 3100;72,69
RUA D COLUNA 08 GAVETA 06;1000969518;28 01 3100;106,37
RUA D COLUNA 08 GAVETA 06;1000969516;28 01 3100;106,46
RUA D COLUNA 08 GAVETA 06;1000969519;28 01 3100;106,55
RUA D COLUNA 08 GAVETA 06;1000969512;28 01 3100;96,3
RUA D COLUNA 08 GAVETA 06;1000969513;28 01 3100;106,52
RUA D COLUNA 08 GAVETA 06;1000969511;28 01 3100;85,48
RUA D COLUNA 08 GAVETA 06;1000969508;28 01 3100;106,43
RUA D COLUNA 09 GAVETA 01;1000996643;28 01 3100;111,75
RUA D COLUNA 09 GAVETA 01;1000996644;28 01 3100;111,66
RUA D COLUNA 09 GAVETA 01;1000996646;28 01 3100;111,45
RUA D COLUNA 09 GAVETA 01;1000996641;28 01 3100;111,28
RUA D COLUNA 09 GAVETA 01;1000996638;28 01 3100;112,89
RUA D COLUNA 09 GAVETA 01;1000996642;28 01 3100;111,76
RUA D COLUNA 09 GAVETA 01;1000996640;28 01 3100;111,68
RUA D COLUNA 09 GAVETA 01;1000996639;28 01 3100;111,87
RUA D COLUNA 09 GAVETA 01;1000996645;28 01 3100;111,47
RUA D COLUNA 09 GAVETA 02;1000996653;28 01 3100;111,41
RUA D COLUNA 09 GAVETA 02;1000996647;28 01 3100;111,49
RUA D COLUNA 09 GAVETA 02;1000996651;28 01 3100;112,54
RUA D COLUNA 09 GAVETA 02;1000996650;28 01 3100;111,3
RUA D COLUNA 09 GAVETA 02;1000996649;28 01 3100;111,02
RUA D COLUNA 09 GAVETA 02;1000996648;28 01 3100;111,25
RUA D COLUNA 09 GAVETA 02;1000996652;28 01 3100;111,75
RUA D COLUNA 09 GAVETA 02;1000996655;28 01 3100;100,84
RUA D COLUNA 09 GAVETA 02;1000996654;28 01 3100;110,91
RUA D COLUNA 15 GAVETA 02;1000934875;28 01 3100;112,73
RUA D COLUNA 15 GAVETA 02;1000923968;28 01 3100;112,06
RUA D COLUNA 18 GAVETA 01;1000988088;28 01 3100;107,55
RUA D COLUNA 18 GAVETA 01;1000988077;28 01 3100;82,36
RUA D COLUNA 18 GAVETA 01;1000988091;28 01 3100;107,7
RUA D COLUNA 18 GAVETA 01;1000988087;28 01 3100;112,94
RUA D COLUNA 18 GAVETA 01;1000988082;28 01 3100;109,53
RUA D COLUNA 18 GAVETA 01;1000988080;28 01 3100;112,46
RUA D COLUNA 18 GAVETA 06;1000969520;28 01 3100;102,25
RUA D COLUNA 26 GAVETA 04;1000994510;28 01 3100;116,16
RUA D COLUNA 26 GAVETA 04;1000994511;28 01 3100;114,72
RUA D COLUNA 26 GAVETA 04;1000994514;28 01 3100;97,48
RUA D COLUNA 26 GAVETA 04;1000994483;28 01 3100;105,01
RUA D COLUNA 29 GAVETA 03;1000995863;28 01 3100;62,18
RUA D COLUNA 29 GAVETA 03;1000995862;28 01 3100;108,97
RUA D COLUNA 29 GAVETA 03;1000995861;28 01 3100;108,94
RUA D COLUNA 29 GAVETA 03;1000996173;28 01 3100;35,81
RUA D COLUNA 31 GAVETA 07;1000995832;28 01 3100;114,36
RUA D COLUNA 31 GAVETA 07;1000995833;28 01 3100;109,56
RUA D COLUNA 31 GAVETA 07;1000995834;28 01 3100;109,52
RUA D COLUNA 31 GAVETA 07;1000995837;28 01 3100;109,71
RUA D COLUNA 31 GAVETA 07;1000995829;28 01 3100;113,26
RUA D COLUNA 31 GAVETA 07;1000995838;28 01 3100;109,59
RUA D COLUNA 31 GAVETA 07;1000995831;28 01 3100;113,11
RUA D COLUNA 34 GAVETA 01;1000997159;28 01 3100;110,62
RUA D COLUNA 34 GAVETA 01;1000997162;28 01 3100;110,8
RUA D COLUNA 34 GAVETA 01;1000997161;28 01 3100;110,82
RUA D COLUNA 34 GAVETA 01;1000997157;28 01 3100;93,36
RUA D COLUNA 34 GAVETA 01;1000997160;28 01 3100;110,81
RUA D COLUNA 35 GAVETA 01;1000995816;28 01 3100;106,5
RUA D COLUNA 35 GAVETA 01;1000996171;28 01 3100;81,52
RUA D COLUNA 35 GAVETA 01;1000995839;28 01 3100;109,56
RUA D COLUNA 35 GAVETA 01;1000995865;28 01 3100;115,3
RUA D COLUNA 35 GAVETA 07;1000996401;28 01 3100;106,69
RUA D COLUNA 35 GAVETA 07;1000996400;28 01 3100;107,04
RUA D COLUNA 35 GAVETA 07;1000996412;28 01 3100;110,88
RUA D COLUNA 35 GAVETA 07;1000996238;28 01 3100;112,72
RUA D COLUNA 36 GAVETA 06;1000974010;28 01 3100;111,3
RUA D COLUNA 36 GAVETA 06;1000978630;28 01 3100;113,4
RUA D COLUNA 36 GAVETA 06;1000978633;28 01 3100;105,09
RUA D COLUNA 36 GAVETA 06;1000976676;28 01 3100;111,06
RUA E COLUNA 01 GAVETA 02;1000997164;28 01 3100;110,73
RUA E COLUNA 01 GAVETA 02;1000997171;28 01 3100;86,87
RUA E COLUNA 01 GAVETA 02;1000997165;28 01 3100;110,8
RUA E COLUNA 01 GAVETA 02;1000997170;28 01 3100;109,72
RUA E COLUNA 01 GAVETA 02;1000997167;28 01 3100;110,42
RUA E COLUNA 01 GAVETA 02;1000997168;28 01 3100;110,42
RUA E COLUNA 01 GAVETA 02;1000997163;28 01 3100;110,65
RUA E COLUNA 01 GAVETA 02;1000997169;28 01 3100;110,94
RUA E COLUNA 01 GAVETA 02;1000997166;28 01 3100;110,64
RUA E COLUNA 04 GAVETA 03;1000995815;28 01 3100;106,18
RUA E COLUNA 04 GAVETA 03;1000995822;28 01 3100;105,91
RUA E COLUNA 04 GAVETA 03;1000996951;28 01 3100;106,2
RUA E COLUNA 04 GAVETA 03;1000996952;28 01 3100;48,76
RUA E COLUNA 04 GAVETA 03;1000996948;28 01 3100;106,38
RUA E COLUNA 04 GAVETA 03;1000995820;28 01 3100;106,62
RUA E COLUNA 04 GAVETA 03;1000996949;28 01 3100;106,28
RUA E COLUNA 04 GAVETA 03;1000996950;28 01 3100;106,41
RUA E COLUNA 04 GAVETA 03;1000995821;28 01 3100;105,89
RUA E COLUNA 04 GAVETA 05;1000996947;28 01 3100;106,58
RUA E COLUNA 04 GAVETA 05;1000996940;28 01 3100;110,52
RUA E COLUNA 04 GAVETA 05;1000996942;28 01 3100;110,74
RUA E COLUNA 04 GAVETA 05;1000996943;28 01 3100;110,43
RUA E COLUNA 04 GAVETA 05;1000996944;28 01 3100;110,81
RUA E COLUNA 04 GAVETA 05;1000996945;28 01 3100;111,07
RUA E COLUNA 04 GAVETA 05;1000996941;28 01 3100;110,75
RUA E COLUNA 04 GAVETA 05;1000996946;28 01 3100;95,66
RUA E COLUNA 04 GAVETA 07;1000996930;28 01 3100;54,52
RUA E COLUNA 04 GAVETA 07;1000996938;28 01 3100;110,67
RUA E COLUNA 04 GAVETA 07;1000996936;28 01 3100;112,42
RUA E COLUNA 04 GAVETA 07;1000996933;28 01 3100;54,17
RUA E COLUNA 04 GAVETA 07;1000996937;28 01 3100;111,15
